state,survey_year,dataset_version,component_key,component_label,value,provenance_type,review_required,evidence_scope,source_title,source_url,source_publication_year,source_value_note,derivation_method,technologies,original_mock_value,mock_default_method,notes
Texas,2001,BC_Analysis_Default_v1,bc_existing_environment_benefit,Existing Environmental Benefit,430000,Mock_Default,true,State-year model baseline; no matching authorized monetary record verified,Legacy bc_baseline_mock_v1 supported by ITS JPO Benefits/Costs databases,https://www.itskrs.its.dot.gov/benefits,,"Mock_Default value carried forward: $430,000.",Retained from bc_baseline_mock_v1. The legacy value modeled annual benefit growth from comparable ITS JPO findings using assumed deployment exposure; it is not a measured state-year benefit.,Traffic signal control; Ramp metering; Traffic management center operations,430000,Retained from bc_baseline_mock_v1. The legacy value modeled annual benefit growth from comparable ITS JPO findings using assumed deployment exposure; it is not a measured state-year benefit.,Incremental growth reflects expanded urban ITS coverage and annual O&M growth.
Texas,2001,BC_Analysis_Default_v1,bc_new_mobility_benefit,New Mobility Benefit,1250000,Mock_Default,true,State-year model baseline; no matching authorized monetary record verified,Legacy bc_baseline_mock_v1 supported by ITS JPO Benefits/Costs databases,https://www.itskrs.its.dot.gov/benefits,,"Mock_Default value carried forward: $1,250,000.",Retained from bc_baseline_mock_v1. The legacy value modeled annual benefit growth from comparable ITS JPO findings using assumed deployment exposure; it is not a measured state-year benefit.,Adaptive traffic signal control; Traveler information systems; Active traffic management,1250000,Retained from bc_baseline_mock_v1. The legacy value modeled annual benefit growth from comparable ITS JPO findings using assumed deployment exposure; it is not a measured state-year benefit.,Incremental growth reflects expanded urban ITS coverage and annual O&M growth.
Texas,2001,BC_Analysis_Default_v1,bc_new_safety_benefit,New Safety Benefit,930000,Mock_Default,true,State-year model baseline; no matching authorized monetary record verified,Legacy bc_baseline_mock_v1 supported by ITS JPO Benefits/Costs databases,https://www.itskrs.its.dot.gov/benefits,,"Mock_Default value carried forward: $930,000.",Retained from bc_baseline_mock_v1. The legacy value modeled annual benefit growth from comparable ITS JPO findings using assumed deployment exposure; it is not a measured state-year benefit.,Work-zone ITS and queue warning; Variable speed limits; Emergency vehicle preemption,930000,Retained from bc_baseline_mock_v1. The legacy value modeled annual benefit growth from comparable ITS JPO findings using assumed deployment exposure; it is not a measured state-year benefit.,Incremental growth reflects expanded urban ITS coverage and annual O&M growth.
Texas,2001,BC_Analysis_Default_v1,bc_new_environment_benefit,New Environmental Benefit,62000,Mock_Default,true,State-year model baseline; no matching authorized monetary record verified,Legacy bc_baseline_mock_v1 supported by ITS JPO Benefits/Costs databases,https://www.itskrs.its.dot.gov/benefits,,"Mock_Default value carried forward: $62,000.",Retained from bc_baseline_mock_v1. The legacy value modeled annual benefit growth from comparable ITS JPO findings using assumed deployment exposure; it is not a measured state-year benefit.,Adaptive traffic signal control; Speed harmonization; Connected-vehicle applications,62000,Retained from bc_baseline_mock_v1. The legacy value modeled annual benefit growth from comparable ITS JPO findings using assumed deployment exposure; it is not a measured state-year benefit.,Incremental growth reflects expanded urban ITS coverage and annual O&M growth.
Texas,2001,BC_Analysis_Default_v1,bc_existing_om_cost_total,Existing ITS O&M Cost,6800000,Mock_Default,true,State-year model baseline; no matching authorized monetary record verified,Legacy bc_baseline_mock_v1 supported by ITS JPO Benefits/Costs databases,https://www.itskrs.its.dot.gov/costs,,"Mock_Default value carried forward: $6,800,000.",Retained from bc_baseline_mock_v1. The legacy value scaled ITS JPO sample unit costs and cost ranges using assumed deployment quantities and annual growth; it is not an agency expenditure record.,Traffic management centers; ITS field devices; Communications systems; Traffic signal systems,6800000,Retained from bc_baseline_mock_v1. The legacy value scaled ITS JPO sample unit costs and cost ranges using assumed deployment quantities and annual growth; it is not an agency expenditure record.,Incremental growth reflects expanded urban ITS coverage and annual O&M growth.
Texas,2001,BC_Analysis_Default_v1,bc_new_cost_total,New ITS Deployment Cost,3600000,Mock_Default,true,State-year model baseline; no matching authorized monetary record verified,Legacy bc_baseline_mock_v1 supported by ITS JPO Benefits/Costs databases,https://www.itskrs.its.dot.gov/costs,,"Mock_Default value carried forward: $3,600,000.",Retained from bc_baseline_mock_v1. The legacy value scaled ITS JPO sample unit costs and cost ranges using assumed deployment quantities and annual growth; it is not an agency expenditure record.,Traffic signal systems; Detection and surveillance; Dynamic message signs; Work-zone ITS,3600000,Retained from bc_baseline_mock_v1. The legacy value scaled ITS JPO sample unit costs and cost ranges using assumed deployment quantities and annual growth; it is not an agency expenditure record.,Incremental growth reflects expanded urban ITS coverage and annual O&M growth.
Texas,2002,BC_Analysis_Default_v1,bc_existing_mobility_benefit,Existing Mobility Benefit,9200000,Mock_Default,true,State-year model baseline; no matching authorized monetary record verified,Legacy bc_baseline_mock_v1 supported by ITS JPO Benefits/Costs databases,https://www.itskrs.its.dot.gov/benefits,,"Mock_Default value carried forward: $9,200,000.",Retained from bc_baseline_mock_v1. The legacy value modeled annual benefit growth from comparable ITS JPO findings using assumed deployment exposure; it is not a measured state-year benefit.,Traffic signal control; Traffic incident management; Traveler information systems,9200000,Retained from bc_baseline_mock_v1. The legacy value modeled annual benefit growth from comparable ITS JPO findings using assumed deployment exposure; it is not a measured state-year benefit.,Incremental growth reflects expanded urban ITS coverage and annual O&M growth.
Texas,2002,BC_Analysis_Default_v1,bc_existing_safety_benefit,Existing Safety Benefit,5800000,Mock_Default,true,State-year model baseline; no matching authorized monetary record verified,Legacy bc_baseline_mock_v1 supported by ITS JPO Benefits/Costs databases,https://www.itskrs.its.dot.gov/benefits,,"Mock_Default value carried forward: $5,800,000.",Retained from bc_baseline_mock_v1. The legacy value modeled annual benefit growth from comparable ITS JPO findings using assumed deployment exposure; it is not a measured state-year benefit.,Traffic incident management; Work-zone ITS and queue warning; Speed management,5800000,Retained from bc_baseline_mock_v1. The legacy value modeled annual benefit growth from comparable ITS JPO findings using assumed deployment exposure; it is not a measured state-year benefit.,Incremental growth reflects expanded urban ITS coverage and annual O&M growth.
Texas,2002,BC_Analysis_Default_v1,bc_existing_environment_benefit,Existing Environmental Benefit,460000,Mock_Default,true,State-year model baseline; no matching authorized monetary record verified,Legacy bc_baseline_mock_v1 supported by ITS JPO Benefits/Costs databases,https://www.itskrs.its.dot.gov/benefits,,"Mock_Default value carried forward: $460,000.",Retained from bc_baseline_mock_v1. The legacy value modeled annual benefit growth from comparable ITS JPO findings using assumed deployment exposure; it is not a measured state-year benefit.,Traffic signal control; Ramp metering; Traffic management center operations,460000,Retained from bc_baseline_mock_v1. The legacy value modeled annual benefit growth from comparable ITS JPO findings using assumed deployment exposure; it is not a measured state-year benefit.,Incremental growth reflects expanded urban ITS coverage and annual O&M growth.
Texas,2002,BC_Analysis_Default_v1,bc_new_mobility_benefit,New Mobility Benefit,1300000,Mock_Default,true,State-year model baseline; no matching authorized monetary record verified,Legacy bc_baseline_mock_v1 supported by ITS JPO Benefits/Costs databases,https://www.itskrs.its.dot.gov/benefits,,"Mock_Default value carried forward: $1,300,000.",Retained from bc_baseline_mock_v1. The legacy value modeled annual benefit growth from comparable ITS JPO findings using assumed deployment exposure; it is not a measured state-year benefit.,Adaptive traffic signal control; Traveler information systems; Active traffic management,1300000,Retained from bc_baseline_mock_v1. The legacy value modeled annual benefit growth from comparable ITS JPO findings using assumed deployment exposure; it is not a measured state-year benefit.,Incremental growth reflects expanded urban ITS coverage and annual O&M growth.
Texas,2002,BC_Analysis_Default_v1,bc_new_safety_benefit,New Safety Benefit,970000,Mock_Default,true,State-year model baseline; no matching authorized monetary record verified,Legacy bc_baseline_mock_v1 supported by ITS JPO Benefits/Costs databases,https://www.itskrs.its.dot.gov/benefits,,"Mock_Default value carried forward: $970,000.",Retained from bc_baseline_mock_v1. The legacy value modeled annual benefit growth from comparable ITS JPO findings using assumed deployment exposure; it is not a measured state-year benefit.,Work-zone ITS and queue warning; Variable speed limits; Emergency vehicle preemption,970000,Retained from bc_baseline_mock_v1. The legacy value modeled annual benefit growth from comparable ITS JPO findings using assumed deployment exposure; it is not a measured state-year benefit.,Incremental growth reflects expanded urban ITS coverage and annual O&M growth.
Texas,2002,BC_Analysis_Default_v1,bc_new_environment_benefit,New Environmental Benefit,65000,Mock_Default,true,State-year model baseline; no matching authorized monetary record verified,Legacy bc_baseline_mock_v1 supported by ITS JPO Benefits/Costs databases,https://www.itskrs.its.dot.gov/benefits,,"Mock_Default value carried forward: $65,000.",Retained from bc_baseline_mock_v1. The legacy value modeled annual benefit growth from comparable ITS JPO findings using assumed deployment exposure; it is not a measured state-year benefit.,Adaptive traffic signal control; Speed harmonization; Connected-vehicle applications,65000,Retained from bc_baseline_mock_v1. The legacy value modeled annual benefit growth from comparable ITS JPO findings using assumed deployment exposure; it is not a measured state-year benefit.,Incremental growth reflects expanded urban ITS coverage and annual O&M growth.
Texas,2002,BC_Analysis_Default_v1,bc_existing_om_cost_total,Existing ITS O&M Cost,7100000,Mock_Default,true,State-year model baseline; no matching authorized monetary record verified,Legacy bc_baseline_mock_v1 supported by ITS JPO Benefits/Costs databases,https://www.itskrs.its.dot.gov/costs,,"Mock_Default value carried forward: $7,100,000.",Retained from bc_baseline_mock_v1. The legacy value scaled ITS JPO sample unit costs and cost ranges using assumed deployment quantities and annual growth; it is not an agency expenditure record.,Traffic management centers; ITS field devices; Communications systems; Traffic signal systems,7100000,Retained from bc_baseline_mock_v1. The legacy value scaled ITS JPO sample unit costs and cost ranges using assumed deployment quantities and annual growth; it is not an agency expenditure record.,Incremental growth reflects expanded urban ITS coverage and annual O&M growth.
Texas,2002,BC_Analysis_Default_v1,bc_new_cost_total,New ITS Deployment Cost,3700000,Mock_Default,true,State-year model baseline; no matching authorized monetary record verified,Legacy bc_baseline_mock_v1 supported by ITS JPO Benefits/Costs databases,https://www.itskrs.its.dot.gov/costs,,"Mock_Default value carried forward: $3,700,000.",Retained from bc_baseline_mock_v1. The legacy value scaled ITS JPO sample unit costs and cost ranges using assumed deployment quantities and annual growth; it is not an agency expenditure record.,Traffic signal systems; Detection and surveillance; Dynamic message signs; Work-zone ITS,3700000,Retained from bc_baseline_mock_v1. The legacy value scaled ITS JPO sample unit costs and cost ranges using assumed deployment quantities and annual growth; it is not an agency expenditure record.,Incremental growth reflects expanded urban ITS coverage and annual O&M growth.
Texas,2003,BC_Analysis_Default_v1,bc_existing_mobility_benefit,Existing Mobility Benefit,9800000,Mock_Default,true,State-year model baseline; no matching authorized monetary record verified,Legacy bc_baseline_mock_v1 supported by ITS JPO Benefits/Costs databases,https://www.itskrs.its.dot.gov/benefits,,"Mock_Default value carried forward: $9,800,000.",Retained from bc_baseline_mock_v1. The legacy value modeled annual benefit growth from comparable ITS JPO findings using assumed deployment exposure; it is not a measured state-year benefit.,Traffic signal control; Traffic incident management; Traveler information systems,9800000,Retained from bc_baseline_mock_v1. The legacy value modeled annual benefit growth from comparable ITS JPO findings using assumed deployment exposure; it is not a measured state-year benefit.,Incremental growth reflects expanded urban ITS coverage and annual O&M growth.
Texas,2003,BC_Analysis_Default_v1,bc_existing_safety_benefit,Existing Safety Benefit,6200000,Mock_Default,true,State-year model baseline; no matching authorized monetary record verified,Legacy bc_baseline_mock_v1 supported by ITS JPO Benefits/Costs databases,https://www.itskrs.its.dot.gov/benefits,,"Mock_Default value carried forward: $6,200,000.",Retained from bc_baseline_mock_v1. The legacy value modeled annual benefit growth from comparable ITS JPO findings using assumed deployment exposure; it is not a measured state-year benefit.,Traffic incident management; Work-zone ITS and queue warning; Speed management,6200000,Retained from bc_baseline_mock_v1. The legacy value modeled annual benefit growth from comparable ITS JPO findings using assumed deployment exposure; it is not a measured state-year benefit.,Incremental growth reflects expanded urban ITS coverage and annual O&M growth.
Texas,2003,BC_Analysis_Default_v1,bc_existing_environment_benefit,Existing Environmental Benefit,500000,Mock_Default,true,State-year model baseline; no matching authorized monetary record verified,Legacy bc_baseline_mock_v1 supported by ITS JPO Benefits/Costs databases,https://www.itskrs.its.dot.gov/benefits,,"Mock_Default value carried forward: $500,000.",Retained from bc_baseline_mock_v1. The legacy value modeled annual benefit growth from comparable ITS JPO findings using assumed deployment exposure; it is not a measured state-year benefit.,Traffic signal control; Ramp metering; Traffic management center operations,500000,Retained from bc_baseline_mock_v1. The legacy value modeled annual benefit growth from comparable ITS JPO findings using assumed deployment exposure; it is not a measured state-year benefit.,Incremental growth reflects expanded urban ITS coverage and annual O&M growth.
Texas,2003,BC_Analysis_Default_v1,bc_new_mobility_benefit,New Mobility Benefit,1400000,Mock_Default,true,State-year model baseline; no matching authorized monetary record verified,Legacy bc_baseline_mock_v1 supported by ITS JPO Benefits/Costs databases,https://www.itskrs.its.dot.gov/benefits,,"Mock_Default value carried forward: $1,400,000.",Retained from bc_baseline_mock_v1. The legacy value modeled annual benefit growth from comparable ITS JPO findings using assumed deployment exposure; it is not a measured state-year benefit.,Adaptive traffic signal control; Traveler information systems; Active traffic management,1400000,Retained from bc_baseline_mock_v1. The legacy value modeled annual benefit growth from comparable ITS JPO findings using assumed deployment exposure; it is not a measured state-year benefit.,Incremental growth reflects expanded urban ITS coverage and annual O&M growth.
Texas,2003,BC_Analysis_Default_v1,bc_new_safety_benefit,New Safety Benefit,1050000,Mock_Default,true,State-year model baseline; no matching authorized monetary record verified,Legacy bc_baseline_mock_v1 supported by ITS JPO Benefits/Costs databases,https://www.itskrs.its.dot.gov/benefits,,"Mock_Default value carried forward: $1,050,000.",Retained from bc_baseline_mock_v1. The legacy value modeled annual benefit growth from comparable ITS JPO findings using assumed deployment exposure; it is not a measured state-year benefit.,Work-zone ITS and queue warning; Variable speed limits; Emergency vehicle preemption,1050000,Retained from bc_baseline_mock_v1. The legacy value modeled annual benefit growth from comparable ITS JPO findings using assumed deployment exposure; it is not a measured state-year benefit.,Incremental growth reflects expanded urban ITS coverage and annual O&M growth.
Texas,2003,BC_Analysis_Default_v1,bc_new_environment_benefit,New Environmental Benefit,70000,Mock_Default,true,State-year model baseline; no matching authorized monetary record verified,Legacy bc_baseline_mock_v1 supported by ITS JPO Benefits/Costs databases,https://www.itskrs.its.dot.gov/benefits,,"Mock_Default value carried forward: $70,000.",Retained from bc_baseline_mock_v1. The legacy value modeled annual benefit growth from comparable ITS JPO findings using assumed deployment exposure; it is not a measured state-year benefit.,Adaptive traffic signal control; Speed harmonization; Connected-vehicle applications,70000,Retained from bc_baseline_mock_v1. The legacy value modeled annual benefit growth from comparable ITS JPO findings using assumed deployment exposure; it is not a measured state-year benefit.,Incremental growth reflects expanded urban ITS coverage and annual O&M growth.
Texas,2003,BC_Analysis_Default_v1,bc_existing_om_cost_total,Existing ITS O&M Cost,7600000,Mock_Default,true,State-year model baseline; no matching authorized monetary record verified,Legacy bc_baseline_mock_v1 supported by ITS JPO Benefits/Costs databases,https://www.itskrs.its.dot.gov/costs,,"Mock_Default value carried forward: $7,600,000.",Retained from bc_baseline_mock_v1. The legacy value scaled ITS JPO sample unit costs and cost ranges using assumed deployment quantities and annual growth; it is not an agency expenditure record.,Traffic management centers; ITS field devices; Communications systems; Traffic signal systems,7600000,Retained from bc_baseline_mock_v1. The legacy value scaled ITS JPO sample unit costs and cost ranges using assumed deployment quantities and annual growth; it is not an agency expenditure record.,Incremental growth reflects expanded urban ITS coverage and annual O&M growth.
Texas,2003,BC_Analysis_Default_v1,bc_new_cost_total,New ITS Deployment Cost,3900000,Mock_Default,true,State-year model baseline; no matching authorized monetary record verified,Legacy bc_baseline_mock_v1 supported by ITS JPO Benefits/Costs databases,https://www.itskrs.its.dot.gov/costs,,"Mock_Default value carried forward: $3,900,000.",Retained from bc_baseline_mock_v1. The legacy value scaled ITS JPO sample unit costs and cost ranges using assumed deployment quantities and annual growth; it is not an agency expenditure record.,Traffic signal systems; Detection and surveillance; Dynamic message signs; Work-zone ITS,3900000,Retained from bc_baseline_mock_v1. The legacy value scaled ITS JPO sample unit costs and cost ranges using assumed deployment quantities and annual growth; it is not an agency expenditure record.,Incremental growth reflects expanded urban ITS coverage and annual O&M growth.
Texas,2004,BC_Analysis_Default_v1,bc_existing_mobility_benefit,Existing Mobility Benefit,10500000,Mock_Default,true,State-year model baseline; no matching authorized monetary record verified,Legacy bc_baseline_mock_v1 supported by ITS JPO Benefits/Costs databases,https://www.itskrs.its.dot.gov/benefits,,"Mock_Default value carried forward: $10,500,000.",Retained from bc_baseline_mock_v1. The legacy value modeled annual benefit growth from comparable ITS JPO findings using assumed deployment exposure; it is not a measured state-year benefit.,Traffic signal control; Traffic incident management; Traveler information systems,10500000,Retained from bc_baseline_mock_v1. The legacy value modeled annual benefit growth from comparable ITS JPO findings using assumed deployment exposure; it is not a measured state-year benefit.,Expanded freeway management and traffic operations benefits modeled conservatively.
Texas,2004,BC_Analysis_Default_v1,bc_existing_safety_benefit,Existing Safety Benefit,6700000,Mock_Default,true,State-year model baseline; no matching authorized monetary record verified,Legacy bc_baseline_mock_v1 supported by ITS JPO Benefits/Costs databases,https://www.itskrs.its.dot.gov/benefits,,"Mock_Default value carried forward: $6,700,000.",Retained from bc_baseline_mock_v1. The legacy value modeled annual benefit growth from comparable ITS JPO findings using assumed deployment exposure; it is not a measured state-year benefit.,Traffic incident management; Work-zone ITS and queue warning; Speed management,6700000,Retained from bc_baseline_mock_v1. The legacy value modeled annual benefit growth from comparable ITS JPO findings using assumed deployment exposure; it is not a measured state-year benefit.,Expanded freeway management and traffic operations benefits modeled conservatively.
Texas,2004,BC_Analysis_Default_v1,bc_existing_environment_benefit,Existing Environmental Benefit,540000,Mock_Default,true,State-year model baseline; no matching authorized monetary record verified,Legacy bc_baseline_mock_v1 supported by ITS JPO Benefits/Costs databases,https://www.itskrs.its.dot.gov/benefits,,"Mock_Default value carried forward: $540,000.",Retained from bc_baseline_mock_v1. The legacy value modeled annual benefit growth from comparable ITS JPO findings using assumed deployment exposure; it is not a measured state-year benefit.,Traffic signal control; Ramp metering; Traffic management center operations,540000,Retained from bc_baseline_mock_v1. The legacy value modeled annual benefit growth from comparable ITS JPO findings using assumed deployment exposure; it is not a measured state-year benefit.,Expanded freeway management and traffic operations benefits modeled conservatively.
Texas,2004,BC_Analysis_Default_v1,bc_new_mobility_benefit,New Mobility Benefit,1500000,Mock_Default,true,State-year model baseline; no matching authorized monetary record verified,Legacy bc_baseline_mock_v1 supported by ITS JPO Benefits/Costs databases,https://www.itskrs.its.dot.gov/benefits,,"Mock_Default value carried forward: $1,500,000.",Retained from bc_baseline_mock_v1. The legacy value modeled annual benefit growth from comparable ITS JPO findings using assumed deployment exposure; it is not a measured state-year benefit.,Adaptive traffic signal control; Traveler information systems; Active traffic management,1500000,Retained from bc_baseline_mock_v1. The legacy value modeled annual benefit growth from comparable ITS JPO findings using assumed deployment exposure; it is not a measured state-year benefit.,Expanded freeway management and traffic operations benefits modeled conservatively.
Texas,2004,BC_Analysis_Default_v1,bc_new_safety_benefit,New Safety Benefit,1150000,Mock_Default,true,State-year model baseline; no matching authorized monetary record verified,Legacy bc_baseline_mock_v1 supported by ITS JPO Benefits/Costs databases,https://www.itskrs.its.dot.gov/benefits,,"Mock_Default value carried forward: $1,150,000.",Retained from bc_baseline_mock_v1. The legacy value modeled annual benefit growth from comparable ITS JPO findings using assumed deployment exposure; it is not a measured state-year benefit.,Work-zone ITS and queue warning; Variable speed limits; Emergency vehicle preemption,1150000,Retained from bc_baseline_mock_v1. The legacy value modeled annual benefit growth from comparable ITS JPO findings using assumed deployment exposure; it is not a measured state-year benefit.,Expanded freeway management and traffic operations benefits modeled conservatively.
Texas,2004,BC_Analysis_Default_v1,bc_new_environment_benefit,New Environmental Benefit,76000,Mock_Default,true,State-year model baseline; no matching authorized monetary record verified,Legacy bc_baseline_mock_v1 supported by ITS JPO Benefits/Costs databases,https://www.itskrs.its.dot.gov/benefits,,"Mock_Default value carried forward: $76,000.",Retained from bc_baseline_mock_v1. The legacy value modeled annual benefit growth from comparable ITS JPO findings using assumed deployment exposure; it is not a measured state-year benefit.,Adaptive traffic signal control; Speed harmonization; Connected-vehicle applications,76000,Retained from bc_baseline_mock_v1. The legacy value modeled annual benefit growth from comparable ITS JPO findings using assumed deployment exposure; it is not a measured state-year benefit.,Expanded freeway management and traffic operations benefits modeled conservatively.
